From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	EMBL
A0A8H9TH65	A0A8H9TH65	unreviewed	A0A8H9TH65_VIBVL	Linear amide C-N hydrolase	I7730_19940	Vibrio vulnificus	370	I7730_19940	DACRBY010000030;
A0A854GK72	A0A854GK72	unreviewed	A0A854GK72_VIBVL	Choloylglycine hydrolase	XM78_c21379	Vibrio vulnificus	349	XM78_c21379	MVKT01000131;
A0A4Q7I5I4	A0A4Q7I5I4	unreviewed	A0A4Q7I5I4_VIBVL	Linear amide C-N hydrolase	D8T65_17830	Vibrio vulnificus	353	D8T65_17830	RBZL01000016;
A0A4Q7HZZ6	A0A4Q7HZZ6	unreviewed	A0A4Q7HZZ6_VIBVL	Linear amide C-N hydrolase	D8T54_13045	Vibrio vulnificus	370	D8T54_13045	RBZH01000021;
A0A2S3QYK2	A0A2S3QYK2	unreviewed	A0A2S3QYK2_VIBVL	Choloylglycine hydrolase	CRN52_19925	Vibrio vulnificus	351	CRN52_19925	PDGH01000126;
A0A090TJA6	A0A090TJA6	unreviewed	A0A090TJA6_9VIBR	Choloylglycine hydrolase family	JCM19239_636	Vibrio variabilis	353	JCM19239_636	BBMS01000170;
A0A090SDR2	A0A090SDR2	unreviewed	A0A090SDR2_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19239_4208	Vibrio variabilis	185	JCM19239_4208	BBMS01000012;
A0A090SEW9	A0A090SEW9	unreviewed	A0A090SEW9_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19239_937	Vibrio variabilis	311	JCM19239_937	BBMS01000016;
A0A090SUL5	A0A090SUL5	unreviewed	A0A090SUL5_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19239_6214	Vibrio variabilis	300	JCM19239_6214	BBMS01000169;
A0A090SRK5	A0A090SRK5	unreviewed	A0A090SRK5_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19239_7515	Vibrio variabilis	349	JCM19239_7515	BBMS01000094;
A0A090SG66	A0A090SG66	unreviewed	A0A090SG66_9VIBR	Choloylglycine hydrolase	JCM19239_3753	Vibrio variabilis	338	JCM19239_3753	BBMS01000010;
A0A090SEW3	A0A090SEW3	unreviewed	A0A090SEW3_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19239_932	Vibrio variabilis	306	JCM19239_932	BBMS01000016;
A0A090SHN3	A0A090SHN3	unreviewed	A0A090SHN3_9VIBR	Choloylglycine hydrolase family	JCM19239_2335	Vibrio variabilis	328	JCM19239_2335	BBMS01000014;
A0A090SJ84	A0A090SJ84	unreviewed	A0A090SJ84_9VIBR	Penicillin amidase	JCM19239_5409	Vibrio variabilis	348	JCM19239_5409	BBMS01000019;
F9TAY9	F9TAY9	unreviewed	F9TAY9_9VIBR	Hydrolase	IX91_23335	Vibrio tubiashii ATCC 19109	344	IX91_23335	CP009355;
F9T6E3	F9T6E3	unreviewed	F9T6E3_9VIBR	Choloylglycine hydrolase	IX91_21730	Vibrio tubiashii ATCC 19109	365	IX91_21730	CP009355;
A0A0A0SJK1	A0A0A0SJK1	unreviewed	A0A0A0SJK1_9VIBR	Choloylglycine hydrolase	IX91_21765	Vibrio tubiashii ATCC 19109	356	IX91_21765	CP009355;
A0A7Y4CFC4	A0A7Y4CFC4	unreviewed	A0A7Y4CFC4_9VIBR	Linear amide C-N hydrolase	F0237_13225	Vibrio tubiashii	370	F0237_13225	VTXO01000004;
A0A240ENI4	A0A240ENI4	unreviewed	A0A240ENI4_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	cbh VTH8203_03917	Vibrio thalassae	372	VTH8203_03917	OANU01000113;
A0A2N7NLI2	A0A2N7NLI2	unreviewed	A0A2N7NLI2_9VIBR	Choloylglycine hydrolase	BCS92_08280	Vibrio tasmaniensis	345	BCS92_08280	MDBP01000032;
A0A1A6J9E3	A0A1A6J9E3	unreviewed	A0A1A6J9E3_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	A9261_06360	Vibrio tasmaniensis	344	A9261_06360	LZFS01000002;
A0A366ABI8	A0A366ABI8	unreviewed	A0A366ABI8_9VIBR	Choloylglycine hydrolase	DLR65_01040	Vibrio tarriae	376	DLR65_01040	QKKN01000003;
A0A511QZ73	A0A511QZ73	unreviewed	A0A511QZ73_9VIBR	Choloylglycine hydrolase	VSU01S_40770	Vibrio superstes NBRC 103154	343	VSU01S_40770	BJXK01000039;
A0A511QMP3	A0A511QMP3	unreviewed	A0A511QMP3_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VSU01S_08430	Vibrio superstes NBRC 103154	361	VSU01S_08430	BJXK01000003;
A0A511QR59	A0A511QR59	unreviewed	A0A511QR59_9VIBR	Choloylglycine hydrolase	VSU01S_20800	Vibrio superstes NBRC 103154	337	VSU01S_20800	BJXK01000007;
A0A511QW60	A0A511QW60	unreviewed	A0A511QW60_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VSU01S_34620	Vibrio superstes NBRC 103154	357	VSU01S_34620	BJXK01000019;
A0A511QTF1	A0A511QTF1	unreviewed	A0A511QTF1_9VIBR	Choloylglycine hydrolase	VSU01S_20770	Vibrio superstes NBRC 103154	338	VSU01S_20770	BJXK01000007;
A3UPW3	A3UPW3	unreviewed	A3UPW3_VIBS1	Choloylglycine hydrolase family	V12B01_17776	Vibrio splendidus (strain 12B01)	321	V12B01_17776	AAMR01000006;
A0A853NS78	A0A853NS78	unreviewed	A0A853NS78_VIBSP	Choloylglycine hydrolase	A6D94_15880	Vibrio splendidus	331	A6D94_15880	MAKF01000115;
A0A2N7FGT5	A0A2N7FGT5	unreviewed	A0A2N7FGT5_VIBSP	Hydrolase	BCU17_01635	Vibrio splendidus	323	BCU17_01635	MCWU01000013;
A0A2T5EYI3	A0A2T5EYI3	unreviewed	A0A2T5EYI3_VIBSP	Choloylglycine hydrolase	CWO07_06805	Vibrio splendidus	441	CWO07_06805	PIFK01000010;
A0A2R6VRI5	A0A2R6VRI5	unreviewed	A0A2R6VRI5_VIBSP	Linear amide C-N hydrolase	CWO28_09900	Vibrio splendidus	441	CWO28_09900	PIFU01000011;
A0A2N7FJ57	A0A2N7FJ57	unreviewed	A0A2N7FJ57_VIBSP	Choloylglycine hydrolase	BCU17_13415	Vibrio splendidus	378	BCU17_13415	MCWU01000011;
A0A2N7F4W1	A0A2N7F4W1	unreviewed	A0A2N7F4W1_VIBSP	Choloylglycine hydrolase (Linear amide C-N hydrolase)	BCS83_11585 BCT10_12300 BCT15_14535 CWO36_19350	Vibrio splendidus	441	BCS83_11585 BCT10_12300 BCT15_14535 CWO36_19350	MDAS01000024;MDAX01000008;MDBY01000093;PIGA01000037;
A0A7D8B3U8	A0A7D8B3U8	unreviewed	A0A7D8B3U8_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	cbh Vspart_01116	Vibrio spartinae	388	Vspart_01116	CP046268;
A0A1N6M6T9	A0A1N6M6T9	unreviewed	A0A1N6M6T9_9VIBR	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	VSP9026_02873	Vibrio spartinae	388	VSP9026_02873	FSSB01000018;
A0A3A6QVI4	A0A3A6QVI4	unreviewed	A0A3A6QVI4_9VIBR	Linear amide C-N hydrolase	DZ860_07090	Vibrio sinensis	361	DZ860_07090	QVMU01000004;
F9RP93	F9RP93	unreviewed	F9RP93_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VIS19158_01325	Vibrio scophthalmi LMG 19158	345	VIS19158_01325	AFWE01000142;
F9RMK2	F9RMK2	unreviewed	F9RMK2_9VIBR	Choloylglycine hydrolase	VIS19158_00295	Vibrio scophthalmi LMG 19158	362	VIS19158_00295	AFWE01000083;
A0A1C7FAH7	A0A1C7FAH7	unreviewed	A0A1C7FAH7_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSVS05_01622	Vibrio scophthalmi	211	VSVS05_01622	CP016414;
A0A1E3WMW0	A0A1E3WMW0	unreviewed	A0A1E3WMW0_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSF3289_01384	Vibrio scophthalmi	345	VSF3289_01384	MDCJ01000002;
A0A1C7FAI1	A0A1C7FAI1	unreviewed	A0A1C7FAI1_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSVS05_01623	Vibrio scophthalmi	136	VSVS05_01623	CP016414;
A0A1E3WPK6	A0A1E3WPK6	unreviewed	A0A1E3WPK6_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSF3289_01961	Vibrio scophthalmi	362	VSF3289_01961	MDCJ01000002;
A0A1B1NN49	A0A1B1NN49	unreviewed	A0A1B1NN49_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSVS12_01375	Vibrio scophthalmi	362	VSVS12_01375	CP016307;
A0A1B1NPR0	A0A1B1NPR0	unreviewed	A0A1B1NPR0_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	VSVS05_00996 VSVS12_01971	Vibrio scophthalmi	345	VSVS05_00996 VSVS12_01971	CP016307;CP016414;
A0A1R4LSL0	A0A1R4LSL0	unreviewed	A0A1R4LSL0_9VIBR	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	VR7878_03348	Vibrio ruber DSM 16370	376	VR7878_03348	FULE01000047;
A0A510II57	A0A510II57	unreviewed	A0A510II57_9VIBR	Choloylglycine hydrolase	VroAM7_45530	Vibrio rotiferianus	352	VroAM7_45530	AP019799;
A0A2K7SPV4	A0A2K7SPV4	unreviewed	A0A2K7SPV4_9VIBR	Choloylglycine hydrolase	BI375_10405	Vibrio rotiferianus	385	BI375_10405	MKFT01000056;
A0A7Y3Z7Y2	A0A7Y3Z7Y2	unreviewed	A0A7Y3Z7Y2_9VIBR	Linear amide C-N hydrolase	F0262_07820	Vibrio rotiferianus	371	F0262_07820	VTYN01000006;
A0A2K7T091	A0A2K7T091	unreviewed	A0A2K7T091_9VIBR	Choloylglycine hydrolase	BI375_01530	Vibrio rotiferianus	371	BI375_01530	MKFT01000001;
A0A510I694	A0A510I694	unreviewed	A0A510I694_9VIBR	Choloylglycine hydrolase (Choloylglycine hydrolase family protein)	F0262_02475 VroAM7_13810	Vibrio rotiferianus	363	F0262_02475 VroAM7_13810	AP019798;VTYN01000002;
A0A7Y3ZBB7	A0A7Y3ZBB7	unreviewed	A0A7Y3ZBB7_9VIBR	Linear amide C-N hydrolase	F0262_16195	Vibrio rotiferianus	384	F0262_16195	VTYN01000017;
A0A2K7SZK1	A0A2K7SZK1	unreviewed	A0A2K7SZK1_9VIBR	Choloylglycine hydrolase	BI375_12570	Vibrio rotiferianus	362	BI375_12570	MKFT01000002;
A0A0C2NXD9	A0A0C2NXD9	unreviewed	A0A0C2NXD9_9VIBR	Choloylglycine hydrolase	OJ16_05690	Vibrio renipiscarius	362	OJ16_05690	JTKH01000006;
A0A1M7Z204	A0A1M7Z204	unreviewed	A0A1M7Z204_9VIBR	Penicillin acylase (EC 3.5.1.11)	VQ7734_04686	Vibrio quintilis	420	VQ7734_04686	FRFG01000084;
A0A1M7Z254	A0A1M7Z254	unreviewed	A0A1M7Z254_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VQ7734_04677	Vibrio quintilis	69	VQ7734_04677	FRFG01000084;
A0A090P0W9	A0A090P0W9	unreviewed	A0A090P0W9_9VIBR	Choloylglycine hydrolase	JCM19238_197	Vibrio ponticus	349	JCM19238_197	BBMI01000002;
A0A3N3DTX4	A0A3N3DTX4	unreviewed	A0A3N3DTX4_9VIBR	Linear amide C-N hydrolase	EGH82_20830	Vibrio ponticus	361	EGH82_20830	RKIK01000105;
A0A090PDV4	A0A090PDV4	unreviewed	A0A090PDV4_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19238_5482	Vibrio ponticus	361	JCM19238_5482	BBMI01000094;
A0A3S0NF56	A0A3S0NF56	unreviewed	A0A3S0NF56_9VIBR	Linear amide C-N hydrolase	EKN09_06515	Vibrio penaeicida	385	EKN09_06515	RXYX01000067;
A0A1Q9HJ44	A0A1Q9HJ44	unreviewed	A0A1Q9HJ44_9VIBR	Choloylglycine hydrolase (Choloylglycine hydrolase family protein)	BIY22_04970 F7O85_14545	Vibrio panuliri	361	BIY22_04970 F7O85_14545	WAHU01000009;MJMJ01000012;
A0A0C1WC20	A0A0C1WC20	unreviewed	A0A0C1WC20_9VIBR	Choloylglycine hydrolase	H735_05575	Vibrio owensii CAIM 1854 = LMG 25443	363	H735_05575	JPRD01000011;
A0A0C1VUU9	A0A0C1VUU9	unreviewed	A0A0C1VUU9_9VIBR	Choloylglycine hydrolase	H735_07095	Vibrio owensii CAIM 1854 = LMG 25443	367	H735_07095	JPRD01000012;
A0A3G2QK71	A0A3G2QK71	unreviewed	A0A3G2QK71_9VIBR	Linear amide C-N hydrolase	APZ19_23020	Vibrio owensii	331	APZ19_23020	CP045860;
A0A3G2Q0I9	A0A3G2Q0I9	unreviewed	A0A3G2Q0I9_9VIBR	Linear amide C-N hydrolase	APZ19_27850	Vibrio owensii	371	APZ19_27850	CP045860;
A0A3G2PVW3	A0A3G2PVW3	unreviewed	A0A3G2PVW3_9VIBR	Linear amide C-N hydrolase	APZ19_09480	Vibrio owensii	363	APZ19_09480	CP045859;
C9QFF1	C9QFF1	unreviewed	C9QFF1_VIBOR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VIOR3934_13512	Vibrio orientalis CIP 102891 = ATCC 33934	329	VIOR3934_13512	AFWH01000073;
A0A4P8G680	A0A4P8G680	unreviewed	A0A4P8G680_9VIBR	Linear amide C-N hydrolase	D3H41_19965	Vibrio neocaledonicus	429	D3H41_19965	CP032214;
A0A099LU72	A0A099LU72	unreviewed	A0A099LU72_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	EA26_06470	Vibrio navarrensis	383	EA26_06470	JMCG01000001;
A0A7T0WMC3	A0A7T0WMC3	unreviewed	A0A7T0WMC3_9VIBR	Linear amide C-N hydrolase	I3X05_05640	Vibrio navarrensis	366	I3X05_05640	CP065217;
A6CXR3	A6CXR3	unreviewed	A6CXR3_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	VSAK1_18679	Vibrio mediterranei AK1	336	VSAK1_18679	ABCH01000005;
A6CZW8	A6CZW8	unreviewed	A6CZW8_9VIBR	Choloylglycine hydrolase	VSAK1_21619	Vibrio mediterranei AK1	353	VSAK1_21619	ABCH01000010;
A6D0Z2	A6D0Z2	unreviewed	A6D0Z2_9VIBR	Choloylglycine hydrolase	VSAK1_26010	Vibrio mediterranei AK1	372	VSAK1_26010	ABCH01000014;
A6CVC0	A6CVC0	unreviewed	A6CVC0_9VIBR	Choloylglycine hydrolase family protein	VSAK1_17797	Vibrio mediterranei AK1	336	VSAK1_17797	ABCH01000001;
A0A855TPD4	A0A855TPD4	unreviewed	A0A855TPD4_9VIBR	Linear amide C-N hydrolase	C9980_10565	Vibrio mediterranei	353	C9980_10565	PYVE01000016;
A0A7Y4DND5	A0A7Y4DND5	unreviewed	A0A7Y4DND5_9VIBR	Linear amide C-N hydrolase	F0244_19235	Vibrio mediterranei	336	F0244_19235	VTXV01000027;
A0A3G4VF42	A0A3G4VF42	unreviewed	A0A3G4VF42_9VIBR	Linear amide C-N hydrolase	ECB94_18995	Vibrio mediterranei	353	ECB94_18995	CP033578;
A0A7Y4BD66	A0A7Y4BD66	unreviewed	A0A7Y4BD66_9VIBR	Choloylglycine hydrolase family protein	F0243_13625	Vibrio mediterranei	372	F0243_13625	VTXU01000048;
A0A7Y6JIH9	A0A7Y6JIH9	unreviewed	A0A7Y6JIH9_9VIBR	Linear amide C-N hydrolase	HOP38_18385	Vibrio mediterranei	336	HOP38_18385	JABXGK010000008;
A0A855TNH0	A0A855TNH0	unreviewed	A0A855TNH0_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	C9980_02040	Vibrio mediterranei	341	C9980_02040	PYVE01000006;
A0A7Y4BD03	A0A7Y4BD03	unreviewed	A0A7Y4BD03_9VIBR	Linear amide C-N hydrolase	F0243_13535	Vibrio mediterranei	353	F0243_13535	VTXU01000047;
A0A7Y6JK89	A0A7Y6JK89	unreviewed	A0A7Y6JK89_9VIBR	Linear amide C-N hydrolase	HOP38_23825	Vibrio mediterranei	353	HOP38_23825	JABXGK010000008;
A0A7Y6MPJ9	A0A7Y6MPJ9	unreviewed	A0A7Y6MPJ9_9VIBR	Linear amide C-N hydrolase	HOP38_04300	Vibrio mediterranei	356	HOP38_04300	JABXGK010000001;
A0A2S9ZI66	A0A2S9ZI66	unreviewed	A0A2S9ZI66_9VIBR	Linear amide C-N hydrolase	HOP38_17605	Vibrio mediterranei	336	HOP38_17605	JABXGK010000008;
A0A3G4VG17	A0A3G4VG17	unreviewed	A0A3G4VG17_9VIBR	Linear amide C-N hydrolase	ECB94_17540	Vibrio mediterranei	372	ECB94_17540	CP033577;
A0A855TMK5	A0A855TMK5	unreviewed	A0A855TMK5_9VIBR	Choloylglycine hydrolase	C9980_14890	Vibrio mediterranei	372	C9980_14890	PYVE01000024;
A0A7Y4F560	A0A7Y4F560	unreviewed	A0A7Y4F560_9VIBR	Linear amide C-N hydrolase	F0243_21970	Vibrio mediterranei	336	F0243_21970	VTXU01000116;
A0A7Y4DLU3	A0A7Y4DLU3	unreviewed	A0A7Y4DLU3_9VIBR	Choloylglycine hydrolase family protein	F0244_11465	Vibrio mediterranei	372	F0244_11465	VTXV01000011;
A0A7Y3YGU9	A0A7Y3YGU9	unreviewed	A0A7Y3YGU9_9VIBR	Linear amide C-N hydrolase	F0244_17690	Vibrio mediterranei	353	F0244_17690	VTXV01000023;
A0A3G4VIQ1	A0A3G4VIQ1	unreviewed	A0A3G4VIQ1_9VIBR	Linear amide C-N hydrolase	ECB94_22690	Vibrio mediterranei	372	ECB94_22690	CP033578;
A0A855TNS2	A0A855TNS2	unreviewed	A0A855TNS2_9VIBR	Linear amide C-N hydrolase	C9980_11525	Vibrio mediterranei	336	C9980_11525	PYVE01000019;
A0A3G4VI98	A0A3G4VI98	unreviewed	A0A3G4VI98_9VIBR	Linear amide C-N hydrolase	ECB94_21835	Vibrio mediterranei	336	ECB94_21835	CP033578;
A0A7Y6JFG3	A0A7Y6JFG3	unreviewed	A0A7Y6JFG3_9VIBR	Choloylglycine hydrolase family protein	HOP38_07860	Vibrio mediterranei	372	HOP38_07860	JABXGK010000001;
A0A090T8A2	A0A090T8A2	unreviewed	A0A090T8A2_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19240_3329	Vibrio maritimus	323	JCM19240_3329	BBMT01000006;
A0A090S2X5	A0A090S2X5	unreviewed	A0A090S2X5_9VIBR	Choloylglycine hydrolase family	JCM19235_438	Vibrio maritimus	135	JCM19235_438	BBMR01000007;
A0A090SXF9	A0A090SXF9	unreviewed	A0A090SXF9_9VIBR	Choloylglycine hydrolase	JCM19240_5019	Vibrio maritimus	185	JCM19240_5019	BBMT01000001;
A0A090SID3	A0A090SID3	unreviewed	A0A090SID3_9VIBR	Choloylglycine hydrolase	JCM19235_2640	Vibrio maritimus	377	JCM19235_2640	BBMR01000003;
A0A090RSG5	A0A090RSG5	unreviewed	A0A090RSG5_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19235_6913	Vibrio maritimus	357	JCM19235_6913	BBMR01000002;
A0A090S3T1	A0A090S3T1	unreviewed	A0A090S3T1_9VIBR	Choloylglycine hydrolase family	JCM19235_439	Vibrio maritimus	194	JCM19235_439	BBMR01000007;
A0A090T2Y4	A0A090T2Y4	unreviewed	A0A090T2Y4_9VIBR	Choloylglycine hydrolase family	JCM19240_1239	Vibrio maritimus	329	JCM19240_1239	BBMT01000004;
A0A090RMJ5	A0A090RMJ5	unreviewed	A0A090RMJ5_9VIBR	Penicillin amidase	JCM19235_5194	Vibrio maritimus	334	JCM19235_5194	BBMR01000001;
A0A090SY84	A0A090SY84	unreviewed	A0A090SY84_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19240_5304	Vibrio maritimus	353	JCM19240_5304	BBMT01000001;
A0A090RUG7	A0A090RUG7	unreviewed	A0A090RUG7_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19235_6771	Vibrio maritimus	349	JCM19235_6771	BBMR01000002;
A0A090RUX4	A0A090RUX4	unreviewed	A0A090RUX4_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19235_6916	Vibrio maritimus	279	JCM19235_6916	BBMR01000002;
A0A090SV08	A0A090SV08	unreviewed	A0A090SV08_9VIBR	Penicillin amidase	JCM19240_5016	Vibrio maritimus	352	JCM19240_5016	BBMT01000001;
A0A090RSV0	A0A090RSV0	unreviewed	A0A090RSV0_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19235_6919	Vibrio maritimus	357	JCM19235_6919	BBMR01000002;
A0A090TRT2	A0A090TRT2	unreviewed	A0A090TRT2_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19240_2498	Vibrio maritimus	338	JCM19240_2498	BBMT01000003;
A0A090TB65	A0A090TB65	unreviewed	A0A090TB65_9VIBR	Penicillin amidase	JCM19240_4899	Vibrio maritimus	334	JCM19240_4899	BBMT01000008;
A0A090RVN9	A0A090RVN9	unreviewed	A0A090RVN9_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19235_2061	Vibrio maritimus	323	JCM19235_2061	BBMR01000003;
A0A7W2FPE8	A0A7W2FPE8	unreviewed	A0A7W2FPE8_9VIBR	Choloylglycine hydrolase family protein	H2O73_05025	Vibrio marinisediminis	361	H2O73_05025	JACFYF010000002;
A0A2N7GJ48	A0A2N7GJ48	unreviewed	A0A2N7GJ48_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BCU02_06140	Vibrio lentus	344	BCU02_06140	MCXJ01000078;
A0A7Y4LJ90	A0A7Y4LJ90	unreviewed	A0A7Y4LJ90_9VIBR	Linear amide C-N hydrolase	F0239_07585	Vibrio jasicida	441	F0239_07585	VTXQ01000009;
A0A2S7W6R6	A0A2S7W6R6	unreviewed	A0A2S7W6R6_9VIBR	Choloylglycine hydrolase	BTO01_08305	Vibrio jasicida	331	BTO01_08305	MSCF01000001;
A0A7Y4G8B9	A0A7Y4G8B9	unreviewed	A0A7Y4G8B9_9VIBR	Linear amide C-N hydrolase	F0239_17345	Vibrio jasicida	371	F0239_17345	VTXQ01000027;
A0A2S7W7B4	A0A2S7W7B4	unreviewed	A0A2S7W7B4_9VIBR	Choloylglycine hydrolase	BTO01_09280	Vibrio jasicida	371	BTO01_09280	MSCF01000001;
A0A7Y4G694	A0A7Y4G694	unreviewed	A0A7Y4G694_9VIBR	Choloylglycine hydrolase family protein	F0239_12130	Vibrio jasicida	363	F0239_12130	VTXQ01000016;
A0A2S7UJ02	A0A2S7UJ02	unreviewed	A0A2S7UJ02_9VIBR	Choloylglycine hydrolase	BTO01_27435	Vibrio jasicida	363	BTO01_27435	MSCF01000064;
A0A0B8PBU2	A0A0B8PBU2	unreviewed	A0A0B8PBU2_9VIBR	Choloylglycine hydrolase	JCM19232_702	Vibrio ishigakensis	133	JCM19232_702	BBSA01000001;
A0A0B8P1Z9	A0A0B8P1Z9	unreviewed	A0A0B8P1Z9_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19231_1298	Vibrio ishigakensis	356	JCM19231_1298	BBRZ01000041;
A0A0B8QM74	A0A0B8QM74	unreviewed	A0A0B8QM74_9VIBR	Choloylglycine hydrolase	JCM19241_4877	Vibrio ishigakensis	172	JCM19241_4877	BBSC01000012;
A0A0B8PCW7	A0A0B8PCW7	unreviewed	A0A0B8PCW7_9VIBR	Choloylglycine hydrolase	JCM19232_3676	Vibrio ishigakensis	375	JCM19232_3676	BBSA01000002;
A0A0B8NMP1	A0A0B8NMP1	unreviewed	A0A0B8NMP1_9VIBR	Choloylglycine hydrolase	JCM19231_5047	Vibrio ishigakensis	241	JCM19231_5047	BBRZ01000020;
A0A0B8QJU3	A0A0B8QJU3	unreviewed	A0A0B8QJU3_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19241_3285	Vibrio ishigakensis	301	JCM19241_3285	BBSC01000004;
A0A0B8Q4Q0	A0A0B8Q4Q0	unreviewed	A0A0B8Q4Q0_9VIBR	Choloylglycine hydrolase family	JCM19241_933	Vibrio ishigakensis	335	JCM19241_933	BBSC01000003;
A0A0B8QM68	A0A0B8QM68	unreviewed	A0A0B8QM68_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19241_4867	Vibrio ishigakensis	180	JCM19241_4867	BBSC01000012;
A0A0B8PCS7	A0A0B8PCS7	unreviewed	A0A0B8PCS7_9VIBR	Choloylglycine hydrolase family	JCM19232_3905	Vibrio ishigakensis	335	JCM19232_3905	BBSA01000002;
A0A0B8PH94	A0A0B8PH94	unreviewed	A0A0B8PH94_9VIBR	Choloylglycine hydrolase	JCM19232_3278	Vibrio ishigakensis	232	JCM19232_3278	BBSA01000011;
A0A0B8P0Y9	A0A0B8P0Y9	unreviewed	A0A0B8P0Y9_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19231_1302	Vibrio ishigakensis	331	JCM19231_1302	BBRZ01000041;
A0A0B8PB11	A0A0B8PB11	unreviewed	A0A0B8PB11_9VIBR	Choloylglycine hydrolase family	JCM19232_701	Vibrio ishigakensis	160	JCM19232_701	BBSA01000001;
A0A0B8QT23	A0A0B8QT23	unreviewed	A0A0B8QT23_9VIBR	Choloylglycine hydrolase	JCM19241_4868	Vibrio ishigakensis	90	JCM19241_4868	BBSC01000012;
A0A0B8QVK6	A0A0B8QVK6	unreviewed	A0A0B8QVK6_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19241_4874	Vibrio ishigakensis	356	JCM19241_4874	BBSC01000012;
A0A0B8NP59	A0A0B8NP59	unreviewed	A0A0B8NP59_9VIBR	Choloylglycine hydrolase family	JCM19231_3642	Vibrio ishigakensis	97	JCM19231_3642	BBRZ01000001;
A0A0B8P4F3	A0A0B8P4F3	unreviewed	A0A0B8P4F3_9VIBR	Choloylglycine hydrolase (EC 3.5.1.24)	JCM19231_4075	Vibrio ishigakensis	342	JCM19231_4075	BBRZ01000077;
A0A0B8QT33	A0A0B8QT33	unreviewed	A0A0B8QT33_9VIBR	Choloylglycine hydrolase	JCM19241_4878	Vibrio ishigakensis	147	JCM19241_4878	BBSC01000012;
A0A0B8P6K8	A0A0B8P6K8	unreviewed	A0A0B8P6K8_9VIBR	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	JCM19232_525	Vibrio ishigakensis	255	JCM19232_525	BBSA01000001;
A0A0B8NIX1	A0A0B8NIX1	unreviewed	A0A0B8NIX1_9VIBR	Choloylglycine hydrolase family	JCM19231_3641	Vibrio ishigakensis	238	JCM19231_3641	BBRZ01000001;
A0A0B8Q890	A0A0B8Q890	unreviewed	A0A0B8Q890_9VIBR	Penicillin amidase	JCM19241_1174	Vibrio ishigakensis	342	JCM19241_1174	BBSC01000003;
A0A0B8Q5V4	A0A0B8Q5V4	unreviewed	A0A0B8Q5V4_9VIBR	Choloylglycine hydrolase	JCM19241_1353	Vibrio ishigakensis	377	JCM19241_1353	BBSC01000003;
A0A4Y3HR29	A0A4Y3HR29	unreviewed	A0A4Y3HR29_9VIBR	Choloylglycine hydrolase	VIN01S_03200	Vibrio inusitatus NBRC 102082	344	VIN01S_03200	BJLF01000001;
